Category	GeneSet	N_genes	N_overlap	p	adjP	genes	link
GO_bp	GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	702	11	8.709110261724373e-08	8.76876170187317e-06	LGALS3:SERPINA1:IL4R:ZFPM1:ICAM1:ACTR1B:MLH1:TLR2:CTSB:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GO_MYELOID_LEUKOCYTE_DIFFERENTIATION	202	7	1.213580517923115e-07	1.2053806495587696e-05	PARP1:FOS:ZFPM1:SP3:TLR2:CSF1R:UBD	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_MYELOID_LEUKOCYTE_DIFFERENTIATION
GO_bp	GO_ERK1_AND_ERK2_CASCADE	309	8	1.3575741605021348e-07	1.3304226772920922e-05	ICAM1:APOE:KDR:EGF:CSF1R:FGFR4:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ERK1_AND_ERK2_CASCADE
GO_bp	GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	209	7	1.529787512540757e-07	1.4794655548913899e-05	ICAM1:APOE:KDR:CSF1R:FGFR4:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE
GO_bp	GO_CYTOKINE_PRODUCTION	750	11	1.6878095786978596e-07	1.6110909614843205e-05	IL4R:ZFPM1:BRCA1:EP300:TLR6:TLR2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_PRODUCTION
GO_bp	GO_APOPTOTIC_SIGNALING_PATHWAY	591	10	1.7603849697948622e-07	1.637826522530663e-05	PARP1:LGALS3:BRCA1:ICAM1:TRIB3:EP300:MLH1:HTT:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_APOPTOTIC_SIGNALING_PATHWAY
GO_bp	GO_PEPTIDE_SECRETION	591	10	1.7603849697948622e-07	1.637826522530663e-05	IL4R:PLEK:TLR6:REST:TLR2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDE_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION	130	6	1.8926611070230614e-07	1.7145643814899714e-05	IL4R:TLR2:CSF1R:LPL:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CYTOKINE_SECRETION
GO_bp	GO_REGULATION_OF_CELL_ACTIVATION	596	10	1.902157854832993e-07	1.7145643814899714e-05	LGALS3:BLM:IL4R:APOE:PLEK:MLH1:TLR6:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_ACTIVATION
GO_bp	GO_REGULATION_OF_PROTEIN_BINDING	216	7	1.912847337172485e-07	1.7145643814899714e-05	LGALS3:ZFPM1:APOE:TRIB3:EP300:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_BINDING
GO_bp	GO_CYTOKINE_SECRETION	217	7	1.9736548908441996e-07	1.7477546322535983e-05	IL4R:TLR6:TLR2:CSF1R:LPL:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOKINE_SECRETION
GO_bp	GO_CELLULAR_RESPONSE_TO_LIPID	601	10	2.0538792730535483e-07	1.7971443639218546e-05	PARP1:BRCA1:ICAM1:EP300:IRAK2:REST:TLR2:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_LIPID
GO_bp	GO_POSITIVE_REGULATION_OF_TRANSPORT	950	12	2.1748039702100803e-07	1.880565786005187e-05	LGALS3:IL4R:APOE:HTT:EGF:TLR2:RIOK2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSPORT
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	1147	13	2.2049944493605295e-07	1.8845010700930105e-05	LGALS3:FOS:BLM:IL4R:ICAM1:EP300:IRAK2:MLH1:TLR6:TLR2:CTSB:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS
GO_bp	GO_REGULATION_OF_TRANSPORT	1827	16	2.406027432403699e-07	2.0326783480651943e-05	LGALS3:IL4R:ICAM1:APOE:TRIB3:HTT:TLR6:REST:EGF:TLR2:RIOK2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_TRANSPORT
GO_bp	GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	337	8	2.6257683907509236e-07	2.1931133718203737e-05	FOS:ICAM1:IRAK2:TLR6:TLR2:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN
GO_bp	GO_REGULATION_OF_PEPTIDE_SECRETION	471	9	2.778947851880333e-07	2.2949737877888144e-05	IL4R:TLR6:REST:TLR2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PEPTIDE_SECRETION
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	1615	15	2.922568560462719e-07	2.3867643243778873e-05	ZFPM1:BRCA1:ICAM1:APOE:TRIB3:IRAK2:TLR6:KDR:REST:EGF:CSF1R:FGFR4:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS
GO_bp	GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	1178	13	2.9861569681934605e-07	2.3977838250391467e-05	PARP1:FOXM1:FOS:ZFPM1:BRCA1:SP3:EP300:KAT2B:REST:TLR2:CCNH:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II
GO_bp	GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	343	8	3.0013076449469593e-07	2.3977838250391467e-05	BRCA1:APOE:PLEK:TRIB3:EP300:KAT2B:REST:FGFR4	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS
GO_bp	GO_RESPONSE_TO_CYTOKINE	1182	13	3.10322906630934e-07	2.4525520040186715e-05	EPRS:OAS3:FOS:IL4R:BRCA1:ICAM1:TYK2:IRAK2:TLR2:CSF1R:UBD:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_CYTOKINE
GO_bp	GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	1397	14	3.137216182741449e-07	2.4530360577818777e-05	ICAM1:APOE:PLEK:TRIB3:IRAK2:TLR6:REST:EGF:LARS:CSF1R:FGFR4:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY
GO_bp	GO_CHROMOSOME_ORGANIZATION	1189	13	3.318055174931746e-07	2.5671268984998248e-05	PARP1:POLE:BLM:ZFPM1:BRCA1:ANKRD53:EP300:KAT2B:MLH1:REST:RIOK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHROMOSOME_ORGANIZATION
GO_bp	GO_REGULATION_OF_CELL_CYCLE	1201	13	3.7175567578013854e-07	2.8462543926916857e-05	FOXM1:BLM:BRCA1:ANKRD53:TTC28:EP300:KAT2B:EGF:CCNH:RIOK2:UBD:MDC1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_CELL_CYCLE
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1212	13	4.1211201772440027e-07	3.1227044642003525e-05	BRCA1:ICAM1:APOE:TRIB3:IRAK2:TLR6:KDR:EGF:CSF1R:FGFR4:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS
GO_bp	GO_RESPONSE_TO_BIOTIC_STIMULUS	1010	12	4.1695898204083234e-07	3.127192365306243e-05	OAS3:FOS:IL4R:ICAM1:IRAK2:MLH1:TLR6:TLR2:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_BIOTIC_STIMULUS
GO_bp	GO_PEPTIDYL_AMINO_ACID_MODIFICATION	1219	13	4.3979636483533865e-07	3.23732916867901e-05	PARP1:BRCA1:ICAM1:TYK2:EP300:KAT2B:KDR:EGF:CSF1R:FGFR4:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PEPTIDYL_AMINO_ACID_MODIFICATION
GO_bp	GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY	150	6	4.404529481195932e-07	3.23732916867901e-05	ICAM1:RIPK4:IRAK2:TLR6:TLR2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NF_KAPPAB_TRANSCRIPTION_FACTOR_ACTIVITY
GO_bp	GO_REGULATION_OF_MITOTIC_CELL_CYCLE	660	10	4.831521366481887e-07	3.516008123132858e-05	BLM:BRCA1:ANKRD53:TTC28:EP300:EGF:RIOK2:UBD:MDC1:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MITOTIC_CELL_CYCLE
GO_bp	GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	510	9	5.396206629784276e-07	3.88844301263867e-05	PARP1:FOXM1:OAS3:BLM:BRCA1:MLH1:POLQ:REST:RIOK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GO_bp	GO_RESPONSE_TO_BACTERIUM	669	10	5.463744675676539e-07	3.898885763710929e-05	FOS:ICAM1:IRAK2:MLH1:TLR6:TLR2:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_BACTERIUM
GO_bp	GO_REGULATION_OF_ORGANELLE_ORGANIZATION	1254	13	6.048496829645774e-07	4.274658817105427e-05	PARP1:BRCA1:ICAM1:PLEK:ANKRD53:SYNJ1:KAT2B:HTT:KDR:EGF:RIOK2:CSF1R:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ORGANELLE_ORGANIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS	521	9	6.441879047978542e-07	4.509315333584979e-05	PARP1:ICAM1:PLEK:ANKRD53:HTT:TLR6:KDR:RIOK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CELLULAR_COMPONENT_BIOGENESIS
GO_bp	GO_RESPONSE_TO_STEROID_HORMONE	386	8	7.306429417414525e-07	5.066250586603467e-05	PARP1:FOS:BRCA1:ICAM1:EP300:REST:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_STEROID_HORMONE
GO_bp	GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS	1075	12	8.041325603274365e-07	5.5237143162679045e-05	ICAM1:APOE:PLEK:IRAK2:TLR6:KDR:EGF:CSF1R:FGFR4:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PHOSPHORUS_METABOLIC_PROCESS
GO_bp	GO_RESPONSE_TO_INSULIN	269	7	8.371776495821961e-07	5.6974590041010565e-05	EPRS:PARP1:ICAM1:TRIB3:KAT2B:TLR2:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INSULIN
GO_bp	GO_CYTOSKELETON_ORGANIZATION	1293	13	8.52358300442363e-07	5.747553677294833e-05	BRCA1:ICAM1:APOE:PLEK:ANKRD53:KAT2B:MLH1:HTT:PDLIM4:CSF1R:PLEC:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CYTOSKELETON_ORGANIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION	272	7	9.014994763234022e-07	6.0236555917972785e-05	IL4R:TLR2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PEPTIDE_SECRETION
GO_bp	GO_LYMPHOCYTE_ACTIVATION	709	10	9.236174441434552e-07	6.115845238247203e-05	LGALS3:BLM:IL4R:ZFPM1:ICAM1:SP3:EP300:MLH1:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_ACTIVATION
GO_bp	GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	723	10	1.101276837417073e-06	7.227129245549541e-05	IL4R:TLR6:REST:TLR2:RIOK2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GO_bp	GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND	912	11	1.1565011865709662e-06	7.522374974598763e-05	PARP1:FOS:BLM:BRCA1:ICAM1:EP300:REST:TLR2:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_ORGANIC_CYCLIC_COMPOUND
GO_bp	GO_RESPONSE_TO_LIPID	915	11	1.193961990841286e-06	7.681501126567026e-05	PARP1:FOS:BRCA1:ICAM1:EP300:IRAK2:REST:TLR2:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_LIPID
GO_bp	GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY	284	7	1.2018675232043646e-06	7.681501126567026e-05	PARP1:BRCA1:TRIB3:EP300:MLH1:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY
GO_bp	GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	100	5	1.4163385307419455e-06	8.974213966339051e-05	LGALS3:IL4R:ZFPM1:ICAM1:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION	184	6	1.4537887479536338e-06	9.132775467913853e-05	ICAM1:EGF:CSF1R:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION
GO_bp	GO_ALPHA_BETA_T_CELL_DIFFERENTIATION	101	5	1.4879188421716852e-06	9.256057309109905e-05	BLM:IL4R:ZFPM1:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ALPHA_BETA_T_CELL_DIFFERENTIATION
GO_bp	GO_RESPONSE_TO_PEPTIDE_HORMONE	425	8	1.4985997548082703e-06	9.256057309109905e-05	EPRS:PARP1:ICAM1:TRIB3:KAT2B:TLR2:LPL:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_PEPTIDE_HORMONE
GO_bp	GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY	429	8	1.6065759686237473e-06	9.766917829821269e-05	PARP1:ICAM1:APOE:PLEK:ANKRD53:EP300:TLR6:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_PROTEIN_COMPLEX_ASSEMBLY
GO_bp	GO_NEGATIVE_REGULATION_OF_SIGNALING	1369	13	1.6078871529365627e-06	9.766917829821269e-05	FOXM1:LGALS3:BRCA1:ICAM1:APOE:PLEK:FRZB:TRIB3:HTT:TLR6:REST:EGF:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_SIGNALING
GO_bp	GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE	435	8	1.7809454069508499e-06	0.00010729466181220284	APOE:EP300:IRAK2:TLR6:TLR2:CTSB:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_INNATE_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION	436	8	1.8115194226758053e-06	0.00010824933135501764	IL4R:TLR2:RIOK2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION
GO_bp	GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	13	3	1.8687791767703744e-06	0.00011077037862308269	KDR:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS
GO_bp	GO_RESPONSE_TO_INTERFERON_GAMMA	194	6	1.976090094501698e-06	0.00011619409755669983	EPRS:OAS3:ICAM1:TLR2:UBD:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_INTERFERON_GAMMA
GO_bp	GO_REGULATION_OF_SECRETION	782	10	2.220562188746346e-06	0.00012953279434353685	IL4R:TLR6:REST:EGF:TLR2:CSF1R:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_SECRETION
GO_bp	GO_HOMEOSTATIC_PROCESS	1906	15	2.3303084377242025e-06	0.00013486430722262118	PARP1:POLE:BLM:IL4R:ZFPM1:ICAM1:APOE:SP3:HTT:KDR:CSF1R:FGFR4:LPL:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_HOMEOSTATIC_PROCESS
GO_bp	GO_T_CELL_ACTIVATION	457	8	2.5651882186159914e-06	0.00014729791724084015	LGALS3:BLM:IL4R:ZFPM1:ICAM1:SP3:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_ACTIVATION
GO_bp	GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION	619	9	2.653766899611744e-06	0.00015120299776857611	BRCA1:ICAM1:PLEK:ANKRD53:SYNJ1:HTT:KDR:EGF:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_ORGANELLE_ORGANIZATION
GO_bp	GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS	51	4	2.8185203436747486e-06	0.00015935480404622614	BRCA1:APOE:TRIB3:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_LIPID_BIOSYNTHETIC_PROCESS
GO_bp	GO_NEGATIVE_REGULATION_OF_CELL_DEATH	1003	11	2.8926827825547433e-06	0.00016229937749448367	LGALS3:BLM:BRCA1:ICAM1:APOE:HTT:KDR:CSF1R:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_CELL_DEATH
GO_bp	GO_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY	15	3	2.964946526770718e-06	0.00016385230805838178	TLR6:TLR2:RIPK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_TOLL_LIKE_RECEPTOR_2_SIGNALING_PATHWAY
GO_bp	GO_POSITIVE_REGULATION_OF_CHEMOKINE_SECRETION	15	3	2.964946526770718e-06	0.00016385230805838178	IL4R:CSF1R:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_CHEMOKINE_SECRETION
GO_bp	GO_RESPONSE_TO_DRUG	1008	11	3.0335641613813655e-06	0.00016518960126011593	FOS:BLM:BRCA1:ICAM1:KDR:REST:TLR2:NFKBIE:LPL:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_RESPONSE_TO_DRUG
GO_bp	GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	209	6	3.0383734310255875e-06	0.00016518960126011593	PARP1:FOXM1:BLM:BRCA1:POLQ:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS
GO_bp	GO_REGULATION_OF_HEMOPOIESIS	468	8	3.0565694927041863e-06	0.00016518960126011593	LGALS3:FOS:IL4R:ZFPM1:EP300:KAT2B:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HEMOPOIESIS
GO_bp	GO_REGULATION_OF_DNA_REPAIR	119	5	3.3412904757637666e-06	0.00017925901457564733	PARP1:FOXM1:BLM:BRCA1:POLQ	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_DNA_REPAIR
GO_bp	GO_REGULATION_OF_MAP_KINASE_ACTIVITY	335	7	3.5791219020087547e-06	0.00018960566613930824	APOE:TRIB3:IRAK2:TLR6:EGF:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_MAP_KINASE_ACTIVITY
GO_bp	GO_IMMUNE_EFFECTOR_PROCESS	1242	12	3.585739808620931e-06	0.00018960566613930824	OAS3:LGALS3:SERPINA1:IL4R:ZFPM1:ICAM1:ACTR1B:MLH1:TLR2:CTSB:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_IMMUNE_EFFECTOR_PROCESS
GO_bp	GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY	645	9	3.705298009983115e-06	0.0001945281455241135	LGALS3:FOS:EP300:IRAK2:TLR6:TLR2:CTSB:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_IMMUNE_RESPONSE_REGULATING_SIGNALING_PATHWAY
GO_bp	GO_REGULATION_OF_HYDROLASE_ACTIVITY	1261	12	4.186675319933992e-06	0.00021824158582634638	OAS3:LGALS3:SERPINA1:ICAM1:PLEK:HTT:REST:LARS:LPL:RIPK2:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_REGULATION_OF_HYDROLASE_ACTIVITY
GO_bp	GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS	17	3	4.419041297736379e-06	0.00022576305545802833	KDR:TLR2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NITRIC_OXIDE_SYNTHASE_BIOSYNTHETIC_PROCESS
GO_bp	GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	17	3	4.419041297736379e-06	0.00022576305545802833	APOE:PLEK:REST	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_NEGATIVE_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS
GO_bp	GO_LYMPHOCYTE_DIFFERENTIATION	346	7	4.423112923259331e-06	0.00022576305545802833	BLM:IL4R:ZFPM1:SP3:EP300:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_LYMPHOCYTE_DIFFERENTIATION
GO_bp	GO_POSITIVE_REGULATION_OF_PROTEOLYSIS	347	7	4.50743131440529e-06	0.00022848013904054403	APOE:TRIB3:REST:EGF:FGFR4:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_PROTEOLYSIS
GO_bp	GO_EPITHELIUM_DEVELOPMENT	1273	12	4.6105151183065e-06	0.00023210469944899158	LGALS3:CES1:ICAM1:FRZB:RIPK4:EP300:KDR:EGF:CSF1R:CTSB:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_EPITHELIUM_DEVELOPMENT
GO_bp	GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE	501	8	5.037712802557218e-06	0.0002518856401278609	EP300:IRAK2:TLR6:TLR2:CTSB:LPL:RIPK2:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE
GO_bp	GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS	230	6	5.265797342807557e-06	0.00025975577496399697	ICAM1:IRAK2:TLR6:TLR2:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_BIOTIC_STIMULUS
GO_bp	GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS	230	6	5.265797342807557e-06	0.00025975577496399697	PARP1:FOXM1:BLM:BRCA1:MLH1:RIOK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_NUCLEOBASE_CONTAINING_COMPOUND_METABOLIC_PROCESS
GO_bp	GO_CELLULAR_RESPONSE_TO_DRUG	358	7	5.526848322886767e-06	0.00027081556782145163	BLM:BRCA1:ICAM1:KDR:REST:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CELLULAR_RESPONSE_TO_DRUG
GO_bp	GO_PROTEIN_AUTOPHOSPHORYLATION	233	6	5.671085080550035e-06	0.0002760428830598858	KDR:RIOK2:CSF1R:FGFR4:JAK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_PROTEIN_AUTOPHOSPHORYLATION
GO_bp	GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE	871	10	5.7480173546893424e-06	0.00027737551385309143	LGALS3:IL4R:EP300:IRAK2:MLH1:TLR6:TLR2:CTSB:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_IMMUNE_RESPONSE
GO_bp	GO_POSITIVE_REGULATION_OF_DNA_BINDING	61	4	5.80206581591011e-06	0.00027737551385309143	PARP1:EP300:EGF:JAK2	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_POSITIVE_REGULATION_OF_DNA_BINDING
GO_bp	GO_T_CELL_DIFFERENTIATION	234	6	5.8116774331123915e-06	0.00027737551385309143	BLM:IL4R:ZFPM1:SP3:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_T_CELL_DIFFERENTIATION
GO_bp	GO_ALPHA_BETA_T_CELL_ACTIVATION	135	5	6.195506569130811e-06	0.00029378692440717075	BLM:IL4R:ZFPM1:RIPK2:ABL1	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_ALPHA_BETA_T_CELL_ACTIVATION
GO_bp	GO_CHEMOKINE_SECRETION	19	3	6.279958406591418e-06	0.00029588265569517255	IL4R:CSF1R:LPL	http://www.gsea-msigdb.org/gsea/msigdb/cards/GO_CHEMOKINE_SECRETION
